asset_id,display_name_pt,display_name_en,source_task,asset_group,category,subcategory,phase,priority,batch_id,generation_method,source_art_required,target_polycount,texture_resolution,rig_required,animation_set,concept_prompt,geometry_prompt,texture_prompt,concept_attempts_planned,geometry_attempts_planned,remesh_attempts_planned,retexture_attempts_planned,rig_attempts_planned,approval_criteria,unity_path,status,approval_status
equipment_heavy_boots_t06_base,Botas Pesadas T6,Heavy Boots T6,Task017,Equipment,Heavy Armor,heavy_boots,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_boots_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_boots_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T6/Models,Not Started,Pending
equipment_heavy_chest_t06_base,Peitoral Pesado T6,Heavy Chest Armor T6,Task017,Equipment,Heavy Armor,heavy_chest,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,3750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_chest_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_chest_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T6/Models,Not Started,Pending
equipment_heavy_gloves_t06_base,Manoplas Pesadas T6,Heavy Gauntlets T6,Task017,Equipment,Heavy Armor,heavy_gloves,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1550,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_gloves_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_gloves_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T6/Models,Not Started,Pending
equipment_heavy_helmet_t06_base,Elmo Pesado T6,Heavy Helmet T6,Task017,Equipment,Heavy Armor,heavy_helmet,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,2200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_helmet_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_helmet_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T6/Models,Not Started,Pending
equipment_light_boots_t06_base,Botas Leves T6,Light Boots T6,Task017,Equipment,Light Armor,light_boots,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_boots_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_boots_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_boots_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_boots/T6/Models,Not Started,Pending
equipment_light_chest_t06_base,Armadura Leve T6,Light Chest Armor T6,Task017,Equipment,Light Armor,light_chest,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,2800,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_chest_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_chest_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_chest_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_chest/T6/Models,Not Started,Pending
equipment_light_gloves_t06_base,Luvas Leves T6,Light Gloves T6,Task017,Equipment,Light Armor,light_gloves,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_gloves_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_gloves_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_gloves_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T6/Models,Not Started,Pending
equipment_light_hood_t06_base,Capuz Leve T6,Light Hood T6,Task017,Equipment,Light Armor,light_hood,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_hood_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_hood_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_hood_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_hood/T6/Models,Not Started,Pending
equipment_longbow_t06_base,Arco Longo T6,Longbow T6,Task017,Equipment,Weapon,longbow,Season 1,P2,B12_EQUIPMENT_T6,Text to 3D,Optional,1700,1024,No,None,Prompts/Equipment/ConceptArt/equipment_longbow_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_longbow_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_longbow_t06_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/longbow/T6/Models,Not Started,Pending
equipment_ring_t06_base,Anel T6,Ring T6,Task017,Equipment,Accessory,ring,Season 1,P2,B12_EQUIPMENT_T6,Text to 3D,Optional,550,512,No,None,Prompts/Equipment/ConceptArt/equipment_ring_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_ring_t06_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/ring/T6/Models,Not Started,Pending
equipment_shield_t06_base,Escudo T6,Shield T6,Task017,Equipment,Weapon,shield,Season 1,P2,B12_EQUIPMENT_T6,Text to 3D,Optional,2500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_shield_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_shield_t06_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/shield/T6/Models,Not Started,Pending
equipment_staff_t06_base,Cajado T6,Staff T6,Task017,Equipment,Weapon,staff,Season 1,P2,B12_EQUIPMENT_T6,Text to 3D,Optional,2400,1024,No,None,Prompts/Equipment/ConceptArt/equipment_staff_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_staff_t06_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/staff/T6/Models,Not Started,Pending
equipment_sword_1h_t06_base,Espada de Uma Mão T6,One-Handed Sword T6,Task017,Equipment,Weapon,sword_1h,Season 1,P2,B12_EQUIPMENT_T6,Text to 3D,Optional,2000,1024,No,None,Prompts/Equipment/ConceptArt/equipment_sword_1h_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_sword_1h_t06_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/sword_1h/T6/Models,Not Started,Pending
equipment_amulet_t07_base,Amuleto T7,Amulet T7,Task017,Equipment,Accessory,amulet,Season 1,P2,B13_EQUIPMENT_T7,Text to 3D,Optional,900,512,No,None,Prompts/Equipment/ConceptArt/equipment_amulet_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_amulet_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_amulet_t07_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/amulet/T7/Models,Not Started,Pending
equipment_cloth_boots_t07_base,Botas Arcanas T7,Arcane Boots T7,Task017,Equipment,Cloth Armor,cloth_boots,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_boots_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_boots_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_boots/T7/Models,Not Started,Pending
equipment_cloth_gloves_t07_base,Luvas Arcanas T7,Arcane Gloves T7,Task017,Equipment,Cloth Armor,cloth_gloves,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_gloves_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_gloves_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_gloves/T7/Models,Not Started,Pending
equipment_cloth_hood_t07_base,Capuz Arcano T7,Arcane Hood T7,Task017,Equipment,Cloth Armor,cloth_hood,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_hood_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_hood_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T7/Models,Not Started,Pending
equipment_cloth_robe_t07_base,Manto Arcano T7,Arcane Robe T7,Task017,Equipment,Cloth Armor,cloth_robe,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,3350,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_robe_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_robe_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_robe/T7/Models,Not Started,Pending
equipment_heavy_boots_t07_base,Botas Pesadas T7,Heavy Boots T7,Task017,Equipment,Heavy Armor,heavy_boots,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_boots_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_boots_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T7/Models,Not Started,Pending
equipment_heavy_chest_t07_base,Peitoral Pesado T7,Heavy Chest Armor T7,Task017,Equipment,Heavy Armor,heavy_chest,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,3750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_chest_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_chest_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T7/Models,Not Started,Pending
equipment_heavy_gloves_t07_base,Manoplas Pesadas T7,Heavy Gauntlets T7,Task017,Equipment,Heavy Armor,heavy_gloves,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1550,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_gloves_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_gloves_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T7/Models,Not Started,Pending
equipment_heavy_helmet_t07_base,Elmo Pesado T7,Heavy Helmet T7,Task017,Equipment,Heavy Armor,heavy_helmet,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,2200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_helmet_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_helmet_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T7/Models,Not Started,Pending
equipment_light_boots_t07_base,Botas Leves T7,Light Boots T7,Task017,Equipment,Light Armor,light_boots,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_boots_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_boots_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_boots_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_boots/T7/Models,Not Started,Pending
equipment_light_chest_t07_base,Armadura Leve T7,Light Chest Armor T7,Task017,Equipment,Light Armor,light_chest,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,2800,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_chest_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_chest_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_chest_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_chest/T7/Models,Not Started,Pending
equipment_light_gloves_t07_base,Luvas Leves T7,Light Gloves T7,Task017,Equipment,Light Armor,light_gloves,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_gloves_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_gloves_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_gloves_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T7/Models,Not Started,Pending
equipment_light_hood_t07_base,Capuz Leve T7,Light Hood T7,Task017,Equipment,Light Armor,light_hood,Season 1,P2,B13_EQUIPMENT_T7,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_hood_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_hood_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_hood_t07_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_hood/T7/Models,Not Started,Pending
equipment_longbow_t07_base,Arco Longo T7,Longbow T7,Task017,Equipment,Weapon,longbow,Season 1,P2,B13_EQUIPMENT_T7,Text to 3D,Optional,1700,1024,No,None,Prompts/Equipment/ConceptArt/equipment_longbow_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_longbow_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_longbow_t07_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/longbow/T7/Models,Not Started,Pending
equipment_ring_t07_base,Anel T7,Ring T7,Task017,Equipment,Accessory,ring,Season 1,P2,B13_EQUIPMENT_T7,Text to 3D,Optional,550,512,No,None,Prompts/Equipment/ConceptArt/equipment_ring_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_ring_t07_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/ring/T7/Models,Not Started,Pending
equipment_shield_t07_base,Escudo T7,Shield T7,Task017,Equipment,Weapon,shield,Season 1,P2,B13_EQUIPMENT_T7,Text to 3D,Optional,2500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_shield_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_shield_t07_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/shield/T7/Models,Not Started,Pending
equipment_staff_t07_base,Cajado T7,Staff T7,Task017,Equipment,Weapon,staff,Season 1,P2,B13_EQUIPMENT_T7,Text to 3D,Optional,2400,1024,No,None,Prompts/Equipment/ConceptArt/equipment_staff_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_staff_t07_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/staff/T7/Models,Not Started,Pending
equipment_sword_1h_t07_base,Espada de Uma Mão T7,One-Handed Sword T7,Task017,Equipment,Weapon,sword_1h,Season 1,P2,B13_EQUIPMENT_T7,Text to 3D,Optional,2000,1024,No,None,Prompts/Equipment/ConceptArt/equipment_sword_1h_t07_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t07_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_sword_1h_t07_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/sword_1h/T7/Models,Not Started,Pending
equipment_amulet_t08_base,Amuleto T8,Amulet T8,Task017,Equipment,Accessory,amulet,Post-MVP,P3,B14_EQUIPMENT_T8,Text to 3D,Optional,900,512,No,None,Prompts/Equipment/ConceptArt/equipment_amulet_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_amulet_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_amulet_t08_base_rarity_variants.txt,1,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/amulet/T8/Models,Not Started,Pending
equipment_cloth_boots_t08_base,Botas Arcanas T8,Arcane Boots T8,Task017,Equipment,Cloth Armor,cloth_boots,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_boots_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_boots_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_boots/T8/Models,Not Started,Pending
equipment_cloth_gloves_t08_base,Luvas Arcanas T8,Arcane Gloves T8,Task017,Equipment,Cloth Armor,cloth_gloves,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_gloves_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_gloves_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_gloves/T8/Models,Not Started,Pending
equipment_cloth_hood_t08_base,Capuz Arcano T8,Arcane Hood T8,Task017,Equipment,Cloth Armor,cloth_hood,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,1500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_hood_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_hood_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T8/Models,Not Started,Pending
equipment_cloth_robe_t08_base,Manto Arcano T8,Arcane Robe T8,Task017,Equipment,Cloth Armor,cloth_robe,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,3350,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_robe_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_robe_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_robe/T8/Models,Not Started,Pending
equipment_heavy_boots_t08_base,Botas Pesadas T8,Heavy Boots T8,Task017,Equipment,Heavy Armor,heavy_boots,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,1750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_boots_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_boots_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T8/Models,Not Started,Pending
equipment_heavy_chest_t08_base,Peitoral Pesado T8,Heavy Chest Armor T8,Task017,Equipment,Heavy Armor,heavy_chest,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,3750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_chest_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_chest_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T8/Models,Not Started,Pending
equipment_heavy_gloves_t08_base,Manoplas Pesadas T8,Heavy Gauntlets T8,Task017,Equipment,Heavy Armor,heavy_gloves,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,1550,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_gloves_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_gloves_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T8/Models,Not Started,Pending
equipment_heavy_helmet_t08_base,Elmo Pesado T8,Heavy Helmet T8,Task017,Equipment,Heavy Armor,heavy_helmet,Post-MVP,P3,B14_EQUIPMENT_T8,Image to 3D,Yes,2200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t08_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_helmet_t08_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_helmet_t08_base_rarity_variants.txt,2,1,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T8/Models,Not Started,Pending
