asset_id,display_name_pt,display_name_en,family_key,category,slot,profession,tier,tier_theme,production_phase,priority,generation_method,scale_m,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,material_slots_max,pivot,collider,base_material_primary,base_material_secondary,shape_language,family_form_language,rarity_variants,geometry_reuse_rule,mvp_wear_policy,concept_prompt_path,meshy_prompt_path,texture_variants_prompt_path,unity_model_path,unity_material_path,unity_prefab_path,approval_criteria,status
equipment_heavy_gloves_t09_base,Manoplas Pesadas T9,Heavy Gauntlets T9,heavy_gloves,Heavy Armor,Hands,Blacksmith,9,Creation,Post-MVP,P3,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,primordial metal and divine alloy,fate leather,"signature construction, impossible but readable material, one defining creation motif","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t09_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T9/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T9/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t01_base,Botas Pesadas T1,Heavy Boots T1,heavy_boots,Heavy Armor,Feet,Blacksmith,1,Frontier,Vertical Slice,P0,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,raw iron and simple bronze,rawhide and rope,"functional, compact, simple construction, visible fasteners","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t01_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T1/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T1/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t02_base,Botas Pesadas T2,Heavy Boots T2,heavy_boots,Heavy Armor,Feet,Blacksmith,2,Crafted,MVP,P1,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,tempered iron and low-carbon steel,treated leather,"cleaner craftsmanship, reinforced edges, balanced proportions","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t02_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T2/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T2/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t03_base,Botas Pesadas T3,Heavy Boots T3,heavy_boots,Heavy Armor,Feet,Blacksmith,3,Runic,MVP,P1,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,polished steel and silversteel,reinforced leather,"first intentional rune channels, stronger silhouettes, one focal inset","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t03_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T3/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T3/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t04_base,Botas Pesadas T4,Heavy Boots T4,heavy_boots,Heavy Armor,Feet,Blacksmith,4,Mithril,Season 1,P2,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,pale mithril and elven silver,silverleaf leather,"lighter refined construction, elegant curves, disciplined ornament","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t04_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T4/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T4/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t05_base,Botas Pesadas T5,Heavy Boots T5,heavy_boots,Heavy Armor,Feet,Blacksmith,5,Ancestral,Season 1,P2,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,adamantite and ancestral bronze,ancestral hide,"heavier prestige construction, carved ancestry motifs, broad protected cores","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t05_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T5/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T5/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t06_base,Botas Pesadas T6,Heavy Boots T6,heavy_boots,Heavy Armor,Feet,Blacksmith,6,Draconic,Season 1,P2,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,dragonsteel and metallic obsidian,dragon scale,"aggressive organic plates, scale rhythms, controlled heat channels","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t06_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T6/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T6/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t07_base,Botas Pesadas T7,Heavy Boots T7,heavy_boots,Heavy Armor,Feet,Blacksmith,7,Astral,Season 1,P2,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,orichalcum and astral alloy,void leather,"unconventional celestial geometry, small suspended protected pieces, visible energy core","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t07_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T7/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T7/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t08_base,Botas Pesadas T8,Heavy Boots T8,heavy_boots,Heavy Armor,Feet,Blacksmith,8,Celestial,Post-MVP,P3,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,aetherium and celestial alloy,seraph hide,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t08_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T8/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T8/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_boots_t09_base,Botas Pesadas T9,Heavy Boots T9,heavy_boots,Heavy Armor,Feet,Blacksmith,9,Creation,Post-MVP,P3,Image to 3D,0.38,1100,2400,0.50,0.25,1024,2,ground center between boots,None,primordial metal and divine alloy,fate leather,"signature construction, impossible but readable material, one defining creation motif","paired armored boots, broad stable soles, layered shin plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_boots_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t09_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_boots_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T9/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T9/Materials,Assets/_Game/Prefabs/Equipment/heavy_boots/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t01_base,Capuz Leve T1,Light Hood T1,light_hood,Light Armor,Head,Tailor,1,Frontier,Vertical Slice,P0,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,rawhide and rope,coarse linen and wool,"functional, compact, simple construction, visible fasteners","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t01_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T1/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T1/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t02_base,Capuz Leve T2,Light Hood T2,light_hood,Light Armor,Head,Tailor,2,Crafted,MVP,P1,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,treated leather,woven wool and reinforced linen,"cleaner craftsmanship, reinforced edges, balanced proportions","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t02_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T2/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T2/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t03_base,Capuz Leve T3,Light Hood T3,light_hood,Light Armor,Head,Tailor,3,Runic,MVP,P1,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,reinforced leather,early rune weave,"first intentional rune channels, stronger silhouettes, one focal inset","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t03_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T3/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T3/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t04_base,Capuz Leve T4,Light Hood T4,light_hood,Light Armor,Head,Tailor,4,Mithril,Season 1,P2,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,silverleaf leather,refined silk,"lighter refined construction, elegant curves, disciplined ornament","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t04_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T4/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T4/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t05_base,Capuz Leve T5,Light Hood T5,light_hood,Light Armor,Head,Tailor,5,Ancestral,Season 1,P2,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,ancestral hide,dense runecloth,"heavier prestige construction, carved ancestry motifs, broad protected cores","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t05_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T5/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T5/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t06_base,Capuz Leve T6,Light Hood T6,light_hood,Light Armor,Head,Tailor,6,Draconic,Season 1,P2,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,dragon scale,phoenix weave,"aggressive organic plates, scale rhythms, controlled heat channels","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t06_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T6/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T6/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t07_base,Capuz Leve T7,Light Hood T7,light_hood,Light Armor,Head,Tailor,7,Astral,Season 1,P2,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,void leather,astral silk,"unconventional celestial geometry, small suspended protected pieces, visible energy core","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t07_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T7/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T7/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t08_base,Capuz Leve T8,Light Hood T8,light_hood,Light Armor,Head,Tailor,8,Celestial,Post-MVP,P3,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,seraph hide,celestial weave,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t08_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T8/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T8/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_hood_t09_base,Capuz Leve T9,Light Hood T9,light_hood,Light Armor,Head,Tailor,9,Creation,Post-MVP,P3,Image to 3D,0.35,900,2000,0.50,0.25,1024,2,base center at neck opening,None,fate leather,destiny weave,"signature construction, impossible but readable material, one defining creation motif","practical hood with leather brow reinforcement, face opening and short mantle",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_hood_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_hood_t09_base_geometry.txt,Prompts/TextureVariants/equipment_light_hood_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_hood/T9/Models,Assets/_Game/Art/Equipment/LightArmor/light_hood/T9/Materials,Assets/_Game/Prefabs/Equipment/light_hood/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t01_base,Armadura Leve T1,Light Chest Armor T1,light_chest,Light Armor,Chest,Tailor,1,Frontier,Vertical Slice,P0,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,rawhide and rope,coarse linen and wool,"functional, compact, simple construction, visible fasteners","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t01_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T1/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T1/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t02_base,Armadura Leve T2,Light Chest Armor T2,light_chest,Light Armor,Chest,Tailor,2,Crafted,MVP,P1,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,treated leather,woven wool and reinforced linen,"cleaner craftsmanship, reinforced edges, balanced proportions","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t02_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T2/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T2/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t03_base,Armadura Leve T3,Light Chest Armor T3,light_chest,Light Armor,Chest,Tailor,3,Runic,MVP,P1,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,reinforced leather,early rune weave,"first intentional rune channels, stronger silhouettes, one focal inset","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t03_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T3/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T3/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t04_base,Armadura Leve T4,Light Chest Armor T4,light_chest,Light Armor,Chest,Tailor,4,Mithril,Season 1,P2,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,silverleaf leather,refined silk,"lighter refined construction, elegant curves, disciplined ornament","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t04_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T4/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T4/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t05_base,Armadura Leve T5,Light Chest Armor T5,light_chest,Light Armor,Chest,Tailor,5,Ancestral,Season 1,P2,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,ancestral hide,dense runecloth,"heavier prestige construction, carved ancestry motifs, broad protected cores","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t05_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T5/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T5/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t06_base,Armadura Leve T6,Light Chest Armor T6,light_chest,Light Armor,Chest,Tailor,6,Draconic,Season 1,P2,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,dragon scale,phoenix weave,"aggressive organic plates, scale rhythms, controlled heat channels","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t06_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T6/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T6/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t07_base,Armadura Leve T7,Light Chest Armor T7,light_chest,Light Armor,Chest,Tailor,7,Astral,Season 1,P2,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,void leather,astral silk,"unconventional celestial geometry, small suspended protected pieces, visible energy core","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t07_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T7/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T7/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_chest_t08_base,Armadura Leve T8,Light Chest Armor T8,light_chest,Light Armor,Chest,Tailor,8,Celestial,Post-MVP,P3,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,seraph hide,celestial weave,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t08_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T8/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T8/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
