asset_id,display_name_pt,display_name_en,asset_class,category,subcategory,faction_or_system,gameplay_role,production_phase,priority,tier,rarity_strategy,profession,biome,meshy_eligible,meshy_method,source_art_required,modularity,rig_type,animation_set,lod_required,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,texture_maps,material_slots_max,scale_m,pivot,collider,export_format,unity_import_path,prefab_path,reuse_group,dependencies,expected_variants,status,approval_criteria,notes,source_reference
equipment_amulet_t04_base,Amuleto T4,Amulet T4,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T4,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,350,900,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.25,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T4/Accessory,Assets/_Game/Prefabs/Equipment/T4/PF_amulet_t04.prefab,equipment_amulet_tier_family,Tier 4 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_amulet_t05_base,Amuleto T5,Amulet T5,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T5,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,350,900,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.25,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T5/Accessory,Assets/_Game/Prefabs/Equipment/T5/PF_amulet_t05.prefab,equipment_amulet_tier_family,Tier 5 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_amulet_t06_base,Amuleto T6,Amulet T6,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T6,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,350,900,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.25,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T6/Accessory,Assets/_Game/Prefabs/Equipment/T6/PF_amulet_t06.prefab,equipment_amulet_tier_family,Tier 6 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_amulet_t07_base,Amuleto T7,Amulet T7,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T7,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,350,900,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.25,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T7/Accessory,Assets/_Game/Prefabs/Equipment/T7/PF_amulet_t07.prefab,equipment_amulet_tier_family,Tier 7 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_longbow_t04_base,Arco Longo T4,Longbow T4,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T4,6 rarity material/ornament variants from one tier family,Costureiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.5,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T4/Weapon,Assets/_Game/Prefabs/Equipment/T4/PF_longbow_t04.prefab,equipment_longbow_tier_family,Tier 4 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_longbow_t05_base,Arco Longo T5,Longbow T5,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T5,6 rarity material/ornament variants from one tier family,Costureiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.5,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T5/Weapon,Assets/_Game/Prefabs/Equipment/T5/PF_longbow_t05.prefab,equipment_longbow_tier_family,Tier 5 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_longbow_t06_base,Arco Longo T6,Longbow T6,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T6,6 rarity material/ornament variants from one tier family,Costureiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.5,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T6/Weapon,Assets/_Game/Prefabs/Equipment/T6/PF_longbow_t06.prefab,equipment_longbow_tier_family,Tier 6 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_longbow_t07_base,Arco Longo T7,Longbow T7,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T7,6 rarity material/ornament variants from one tier family,Costureiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.5,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T7/Weapon,Assets/_Game/Prefabs/Equipment/T7/PF_longbow_t07.prefab,equipment_longbow_tier_family,Tier 7 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_ring_t04_base,Anel T4,Ring T4,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T4,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.15,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T4/Accessory,Assets/_Game/Prefabs/Equipment/T4/PF_ring_t04.prefab,equipment_ring_tier_family,Tier 4 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_ring_t05_base,Anel T5,Ring T5,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T5,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.15,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T5/Accessory,Assets/_Game/Prefabs/Equipment/T5/PF_ring_t05.prefab,equipment_ring_tier_family,Tier 5 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_ring_t06_base,Anel T6,Ring T6,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T6,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.15,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T6/Accessory,Assets/_Game/Prefabs/Equipment/T6/PF_ring_t06.prefab,equipment_ring_tier_family,Tier 6 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_ring_t07_base,Anel T7,Ring T7,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Season 1,P2,T7,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.15,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T7/Accessory,Assets/_Game/Prefabs/Equipment/T7/PF_ring_t07.prefab,equipment_ring_tier_family,Tier 7 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_shield_t04_base,Escudo T4,Shield T4,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T4,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2600,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.9,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T4/Weapon,Assets/_Game/Prefabs/Equipment/T4/PF_shield_t04.prefab,equipment_shield_tier_family,Tier 4 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_shield_t05_base,Escudo T5,Shield T5,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T5,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2600,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.9,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T5/Weapon,Assets/_Game/Prefabs/Equipment/T5/PF_shield_t05.prefab,equipment_shield_tier_family,Tier 5 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_shield_t06_base,Escudo T6,Shield T6,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T6,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2600,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.9,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T6/Weapon,Assets/_Game/Prefabs/Equipment/T6/PF_shield_t06.prefab,equipment_shield_tier_family,Tier 6 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_shield_t07_base,Escudo T7,Shield T7,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T7,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2600,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.9,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T7/Weapon,Assets/_Game/Prefabs/Equipment/T7/PF_shield_t07.prefab,equipment_shield_tier_family,Tier 7 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_staff_t04_base,Cajado T4,Staff T4,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T4,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.7,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T4/Weapon,Assets/_Game/Prefabs/Equipment/T4/PF_staff_t04.prefab,equipment_staff_tier_family,Tier 4 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_staff_t05_base,Cajado T5,Staff T5,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T5,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.7,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T5/Weapon,Assets/_Game/Prefabs/Equipment/T5/PF_staff_t05.prefab,equipment_staff_tier_family,Tier 5 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_staff_t06_base,Cajado T6,Staff T6,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T6,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.7,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T6/Weapon,Assets/_Game/Prefabs/Equipment/T6/PF_staff_t06.prefab,equipment_staff_tier_family,Tier 6 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_staff_t07_base,Cajado T7,Staff T7,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T7,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.7,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T7/Weapon,Assets/_Game/Prefabs/Equipment/T7/PF_staff_t07.prefab,equipment_staff_tier_family,Tier 7 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_sword_1h_t04_base,Espada de Uma Mão T4,One-Handed Sword T4,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T4,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.1,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T4/Weapon,Assets/_Game/Prefabs/Equipment/T4/PF_sword_1h_t04.prefab,equipment_sword_1h_tier_family,Tier 4 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_sword_1h_t05_base,Espada de Uma Mão T5,One-Handed Sword T5,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T5,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.1,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T5/Weapon,Assets/_Game/Prefabs/Equipment/T5/PF_sword_1h_t05.prefab,equipment_sword_1h_tier_family,Tier 5 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_sword_1h_t06_base,Espada de Uma Mão T6,One-Handed Sword T6,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T6,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.1,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T6/Weapon,Assets/_Game/Prefabs/Equipment/T6/PF_sword_1h_t06.prefab,equipment_sword_1h_tier_family,Tier 6 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_sword_1h_t07_base,Espada de Uma Mão T7,One-Handed Sword T7,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Season 1,P2,T7,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Image to 3D,Yes,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.1,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T7/Weapon,Assets/_Game/Prefabs/Equipment/T7/PF_sword_1h_t07.prefab,equipment_sword_1h_tier_family,Tier 7 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
resource_arcane_raw_t04_001,Cristal Espiritual,Spirit Crystal,3D Model,Resource,Arcane Crystal,Economy,Inventory/crafting material representation,Season 1,P2,T4,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T4/ArcaneCrystal,Assets/_Game/Prefabs/Resources/PF_arcane_raw_t04.prefab,resource_arcane_crystal,Tier 4 material palette,1,Planned,Reads as crystal cluster at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_arcane_raw_t05_001,Cristal de Essência Maior,Greater Essence Crystal,3D Model,Resource,Arcane Crystal,Economy,Inventory/crafting material representation,Season 1,P2,T5,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T5/ArcaneCrystal,Assets/_Game/Prefabs/Resources/PF_arcane_raw_t05.prefab,resource_arcane_crystal,Tier 5 material palette,1,Planned,Reads as crystal cluster at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_arcane_raw_t06_001,Cristal de Fênix,Phoenix Crystal,3D Model,Resource,Arcane Crystal,Economy,Inventory/crafting material representation,Season 1,P2,T6,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T6/ArcaneCrystal,Assets/_Game/Prefabs/Resources/PF_arcane_raw_t06.prefab,resource_arcane_crystal,Tier 6 material palette,1,Planned,Reads as crystal cluster at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_arcane_raw_t07_001,Cristal Astral,Astral Crystal,3D Model,Resource,Arcane Crystal,Economy,Inventory/crafting material representation,Season 1,P2,T7,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T7/ArcaneCrystal,Assets/_Game/Prefabs/Resources/PF_arcane_raw_t07.prefab,resource_arcane_crystal,Tier 7 material palette,1,Planned,Reads as crystal cluster at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_arcane_refined_t04_001,Núcleo Espiritual,Spirit Core,3D Model,Resource,Rune Core,Economy,Inventory/crafting material representation,Season 1,P2,T4,None,Encantador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T4/RuneCore,Assets/_Game/Prefabs/Resources/PF_arcane_refined_t04.prefab,resource_rune_core,Tier 4 material palette,1,Planned,Reads as rune core at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_arcane_refined_t05_001,Núcleo de Essência Maior,Greater Essence Core,3D Model,Resource,Rune Core,Economy,Inventory/crafting material representation,Season 1,P2,T5,None,Encantador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T5/RuneCore,Assets/_Game/Prefabs/Resources/PF_arcane_refined_t05.prefab,resource_rune_core,Tier 5 material palette,1,Planned,Reads as rune core at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_arcane_refined_t06_001,Núcleo Dracônico,Dragon Core,3D Model,Resource,Rune Core,Economy,Inventory/crafting material representation,Season 1,P2,T6,None,Encantador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T6/RuneCore,Assets/_Game/Prefabs/Resources/PF_arcane_refined_t06.prefab,resource_rune_core,Tier 6 material palette,1,Planned,Reads as rune core at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_arcane_refined_t07_001,Núcleo do Vazio,Void Core,3D Model,Resource,Rune Core,Economy,Inventory/crafting material representation,Season 1,P2,T7,None,Encantador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T7/RuneCore,Assets/_Game/Prefabs/Resources/PF_arcane_refined_t07.prefab,resource_rune_core,Tier 7 material palette,1,Planned,Reads as rune core at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_fiber_raw_t04_001,Fibra de Seda Élfica,Elven Silk Fiber,3D Model,Resource,Fiber,Economy,Inventory/crafting material representation,Season 1,P2,T4,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T4/Fiber,Assets/_Game/Prefabs/Resources/PF_fiber_raw_t04.prefab,resource_fiber,Tier 4 material palette,1,Planned,Reads as fiber bundle at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_fiber_raw_t05_001,Fibra Ancestral,Ancient Fiber,3D Model,Resource,Fiber,Economy,Inventory/crafting material representation,Season 1,P2,T5,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T5/Fiber,Assets/_Game/Prefabs/Resources/PF_fiber_raw_t05.prefab,resource_fiber,Tier 5 material palette,1,Planned,Reads as fiber bundle at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_fiber_raw_t06_001,Fibra de Fênix,Phoenix Fiber,3D Model,Resource,Fiber,Economy,Inventory/crafting material representation,Season 1,P2,T6,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T6/Fiber,Assets/_Game/Prefabs/Resources/PF_fiber_raw_t06.prefab,resource_fiber,Tier 6 material palette,1,Planned,Reads as fiber bundle at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_fiber_raw_t07_001,Fibra Astral,Astral Fiber,3D Model,Resource,Fiber,Economy,Inventory/crafting material representation,Season 1,P2,T7,None,Coletador,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T7/Fiber,Assets/_Game/Prefabs/Resources/PF_fiber_raw_t07.prefab,resource_fiber,Tier 7 material palette,1,Planned,Reads as fiber bundle at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_fiber_refined_t04_001,Seda Élfica,Elven Silk Roll,3D Model,Resource,Textile,Economy,Inventory/crafting material representation,Season 1,P2,T4,None,Costureiro,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T4/Textile,Assets/_Game/Prefabs/Resources/PF_fiber_refined_t04.prefab,resource_textile,Tier 4 material palette,1,Planned,Reads as cloth roll at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
resource_fiber_refined_t05_001,Tecido Ancestral,Ancient Cloth,3D Model,Resource,Textile,Economy,Inventory/crafting material representation,Season 1,P2,T5,None,Costureiro,Global,Yes,Text to 3D,Optional,Shared geometry family + tier-specific texture/details,None,None,Optional,300,1000,0.45,0.0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.45,Base center,Simple box or none,FBX,Assets/_Game/Art/Resources/T5/Textile,Assets/_Game/Prefabs/Resources/PF_fiber_refined_t05.prefab,resource_textile,Tier 5 material palette,1,Planned,Reads as cloth roll at 64 px render; single compact silhouette; no background or pedestal,,ART_REF_001 + Visual Bible v1.0
